ZIP CODE,STATE,MSA1,MSA2,MSA3
61042,IL,IL NONMETROPOLITAN AREA,,
61043,IL,IL NONMETROPOLITAN AREA,,
61044,IL,IL NONMETROPOLITAN AREA,,
61046,IL,IL NONMETROPOLITAN AREA,,
61047,IL,IL NONMETROPOLITAN AREA,,
61048,IL,IL NONMETROPOLITAN AREA,,
61049,IL,IL NONMETROPOLITAN AREA,,
61050,IL,IL NONMETROPOLITAN AREA,,
61051,IL,IL NONMETROPOLITAN AREA,,
61052,IL,IL NONMETROPOLITAN AREA,,
61053,IL,IL NONMETROPOLITAN AREA,,
61054,IL,IL NONMETROPOLITAN AREA,,
61057,IL,IL NONMETROPOLITAN AREA,,
61058,IL,IL NONMETROPOLITAN AREA,,
61059,IL,IL NONMETROPOLITAN AREA,,
61060,IL,IL NONMETROPOLITAN AREA,,
61061,IL,IL NONMETROPOLITAN AREA,,
61062,IL,IL NONMETROPOLITAN AREA,,
61063,IL,Rockford,,
61064,IL,IL NONMETROPOLITAN AREA,,
61065,IL,Rockford,,
61067,IL,IL NONMETROPOLITAN AREA,,
61068,IL,IL NONMETROPOLITAN AREA,,
61070,IL,IL NONMETROPOLITAN AREA,,
61071,IL,IL NONMETROPOLITAN AREA,,
61072,IL,Rockford,,
61073,IL,Rockford,,
61074,IL,IL NONMETROPOLITAN AREA,,
61075,IL,IL NONMETROPOLITAN AREA,,
61076,IL,IL NONMETROPOLITAN AREA,,
61077,IL,Rockford,,
61078,IL,IL NONMETROPOLITAN AREA,,
61079,IL,Rockford,,
61080,IL,Rockford,,
61081,IL,IL NONMETROPOLITAN AREA,,
61084,IL,IL NONMETROPOLITAN AREA,,
61085,IL,IL NONMETROPOLITAN AREA,,
61087,IL,IL NONMETROPOLITAN AREA,,
61088,IL,Rockford,,
61089,IL,IL NONMETROPOLITAN AREA,,
61091,IL,IL NONMETROPOLITAN AREA,,
61101,IL,Rockford,,
61102,IL,Rockford,,
61103,IL,Rockford,,
61104,IL,Rockford,,
61105,IL,Rockford,,
61106,IL,Rockford,,
61107,IL,Rockford,,
61108,IL,Rockford,,
61109,IL,Rockford,,
61110,IL,Rockford,,
61111,IL,Rockford,,
61112,IL,Rockford,,
61114,IL,Rockford,,
61115,IL,Rockford,,
61125,IL,Rockford,,
61126,IL,Rockford,,
61130,IL,Rockford,,
61131,IL,Rockford,,
61132,IL,Rockford,,
61201,IL,Davenport,Moline,Rock Island
61204,IL,Davenport,Moline,Rock Island
61230,IL,IL NONMETROPOLITAN AREA,,
61231,IL,Davenport,Moline,Rock Island
61232,IL,Davenport,Moline,Rock Island
61233,IL,Davenport,Moline,Rock Island
61234,IL,Davenport,Moline,Rock Island
61235,IL,Davenport,Moline,Rock Island
61236,IL,Davenport,Moline,Rock Island
61237,IL,Davenport,Moline,Rock Island
61238,IL,Davenport,Moline,Rock Island
61239,IL,Davenport,Moline,Rock Island
61240,IL,Davenport,Moline,Rock Island
61241,IL,Davenport,Moline,Rock Island
61242,IL,Davenport,Moline,Rock Island
61243,IL,IL NONMETROPOLITAN AREA,,
61244,IL,Davenport,Moline,Rock Island
61250,IL,IL NONMETROPOLITAN AREA,,
61251,IL,IL NONMETROPOLITAN AREA,,
61252,IL,IL NONMETROPOLITAN AREA,,
61254,IL,Davenport,Moline,Rock Island
61256,IL,Davenport,Moline,Rock Island
61257,IL,Davenport,Moline,Rock Island
61258,IL,Davenport,Moline,Rock Island
61259,IL,Davenport,Moline,Rock Island
61260,IL,Davenport,Moline,Rock Island
61261,IL,IL NONMETROPOLITAN AREA,,
61262,IL,Davenport,Moline,Rock Island
61263,IL,Davenport,Moline,Rock Island
61264,IL,Davenport,Moline,Rock Island
61265,IL,Davenport,Moline,Rock Island
61266,IL,Davenport,Moline,Rock Island
61270,IL,IL NONMETROPOLITAN AREA,,
61272,IL,Davenport,Moline,Rock Island
61273,IL,Davenport,Moline,Rock Island
61274,IL,Davenport,Moline,Rock Island
61275,IL,Davenport,Moline,Rock Island
61276,IL,Davenport,Moline,Rock Island
61277,IL,IL NONMETROPOLITAN AREA,,
61278,IL,Davenport,Moline,Rock Island
61279,IL,Davenport,Moline,Rock Island
61281,IL,Davenport,Moline,Rock Island
61282,IL,Davenport,Moline,Rock Island
61283,IL,IL NONMETROPOLITAN AREA,,
61284,IL,Davenport,Moline,Rock Island
61285,IL,IL NONMETROPOLITAN AREA,,
61299,IL,Davenport,Moline,Rock Island
61301,IL,IL NONMETROPOLITAN AREA,,
61310,IL,IL NONMETROPOLITAN AREA,,
61311,IL,IL NONMETROPOLITAN AREA,,
61312,IL,IL NONMETROPOLITAN AREA,,
61313,IL,IL NONMETROPOLITAN AREA,,
61314,IL,IL NONMETROPOLITAN AREA,,
61315,IL,IL NONMETROPOLITAN AREA,,
61316,IL,IL NONMETROPOLITAN AREA,,
61317,IL,IL NONMETROPOLITAN AREA,,
61318,IL,IL NONMETROPOLITAN AREA,,
61319,IL,IL NONMETROPOLITAN AREA,,
61320,IL,IL NONMETROPOLITAN AREA,,
61321,IL,IL NONMETROPOLITAN AREA,,
61322,IL,IL NONMETROPOLITAN AREA,,
61323,IL,IL NONMETROPOLITAN AREA,,
61324,IL,IL NONMETROPOLITAN AREA,,
61325,IL,IL NONMETROPOLITAN AREA,,
61326,IL,IL NONMETROPOLITAN AREA,,
61327,IL,IL NONMETROPOLITAN AREA,,
61328,IL,IL NONMETROPOLITAN AREA,,
61329,IL,IL NONMETROPOLITAN AREA,,
61330,IL,IL NONMETROPOLITAN AREA,,
61331,IL,IL NONMETROPOLITAN AREA,,
61332,IL,IL NONMETROPOLITAN AREA,,
61333,IL,IL NONMETROPOLITAN AREA,,
61334,IL,IL NONMETROPOLITAN AREA,,
61335,IL,IL NONMETROPOLITAN AREA,,
61336,IL,IL NONMETROPOLITAN AREA,,
61337,IL,IL NONMETROPOLITAN AREA,,
61338,IL,IL NONMETROPOLITAN AREA,,
61340,IL,IL NONMETROPOLITAN AREA,,
61341,IL,IL NONMETROPOLITAN AREA,,
61342,IL,IL NONMETROPOLITAN AREA,,
61344,IL,IL NONMETROPOLITAN AREA,,
61345,IL,IL NONMETROPOLITAN AREA,,
61346,IL,IL NONMETROPOLITAN AREA,,
61348,IL,IL NONMETROPOLITAN AREA,,
61349,IL,IL NONMETROPOLITAN AREA,,
61350,IL,IL NONMETROPOLITAN AREA,,
61353,IL,IL NONMETROPOLITAN AREA,,
61354,IL,IL NONMETROPOLITAN AREA,,
61356,IL,IL NONMETROPOLITAN AREA,,
61358,IL,IL NONMETROPOLITAN AREA,,
61359,IL,IL NONMETROPOLITAN AREA,,
61360,IL,IL NONMETROPOLITAN AREA,,
61361,IL,IL NONMETROPOLITAN AREA,,
61362,IL,IL NONMETROPOLITAN AREA,,
61363,IL,IL NONMETROPOLITAN AREA,,
61364,IL,IL NONMETROPOLITAN AREA,,
61367,IL,IL NONMETROPOLITAN AREA,,
61368,IL,IL NONMETROPOLITAN AREA,,
61369,IL,Peoria,,
61370,IL,IL NONMETROPOLITAN AREA,,
61371,IL,IL NONMETROPOLITAN AREA,,
61372,IL,IL NONMETROPOLITAN AREA,,
61373,IL,IL NONMETROPOLITAN AREA,,
61374,IL,IL NONMETROPOLITAN AREA,,
61375,IL,Peoria,,
61376,IL,IL NONMETROPOLITAN AREA,,
61377,IL,Peoria,,
61378,IL,IL NONMETROPOLITAN AREA,,
61379,IL,IL NONMETROPOLITAN AREA,,
61401,IL,IL NONMETROPOLITAN AREA,,
61402,IL,IL NONMETROPOLITAN AREA,,
61410,IL,IL NONMETROPOLITAN AREA,,
61411,IL,IL NONMETROPOLITAN AREA,,
61412,IL,Davenport,Moline,Rock Island
61413,IL,Davenport,Moline,Rock Island
61414,IL,IL NONMETROPOLITAN AREA,,
61415,IL,IL NONMETROPOLITAN AREA,,
61416,IL,IL NONMETROPOLITAN AREA,,
61417,IL,IL NONMETROPOLITAN AREA,,
61418,IL,IL NONMETROPOLITAN AREA,,
61419,IL,Davenport,Moline,Rock Island
61420,IL,IL NONMETROPOLITAN AREA,,
61421,IL,Peoria,,
61422,IL,IL NONMETROPOLITAN AREA,,
61423,IL,IL NONMETROPOLITAN AREA,,
61424,IL,Peoria,,
61425,IL,IL NONMETROPOLITAN AREA,,
61426,IL,Peoria,,
61427,IL,IL NONMETROPOLITAN AREA,,
61428,IL,IL NONMETROPOLITAN AREA,,
61430,IL,IL NONMETROPOLITAN AREA,,
61431,IL,IL NONMETROPOLITAN AREA,,
61432,IL,IL NONMETROPOLITAN AREA,,
61433,IL,IL NONMETROPOLITAN AREA,,
61434,IL,Davenport,Moline,Rock Island
61435,IL,IL NONMETROPOLITAN AREA,,
61436,IL,IL NONMETROPOLITAN AREA,,
61437,IL,IL NONMETROPOLITAN AREA,,
61438,IL,IL NONMETROPOLITAN AREA,,
61439,IL,IL NONMETROPOLITAN AREA,,
61440,IL,IL NONMETROPOLITAN AREA,,
61441,IL,IL NONMETROPOLITAN AREA,,
61442,IL,Davenport,Moline,Rock Island
61443,IL,Davenport,Moline,Rock Island
61447,IL,IL NONMETROPOLITAN AREA,,
61448,IL,IL NONMETROPOLITAN AREA,,
61449,IL,Peoria,,
61450,IL,IL NONMETROPOLITAN AREA,,
61451,IL,Peoria,,
61452,IL,IL NONMETROPOLITAN AREA,,
61453,IL,IL NONMETROPOLITAN AREA,,
61454,IL,IL NONMETROPOLITAN AREA,,
61455,IL,IL NONMETROPOLITAN AREA,,
61458,IL,IL NONMETROPOLITAN AREA,,
61459,IL,IL NONMETROPOLITAN AREA,,
61460,IL,IL NONMETROPOLITAN AREA,,
61462,IL,IL NONMETROPOLITAN AREA,,
61465,IL,Davenport,Moline,Rock Island
61466,IL,Davenport,Moline,Rock Island
61467,IL,IL NONMETROPOLITAN AREA,,
61468,IL,Davenport,Moline,Rock Island
61469,IL,IL NONMETROPOLITAN AREA,,
61470,IL,IL NONMETROPOLITAN AREA,,
61471,IL,IL NONMETROPOLITAN AREA,,
61472,IL,IL NONMETROPOLITAN AREA,,
61473,IL,IL NONMETROPOLITAN AREA,,
61474,IL,IL NONMETROPOLITAN AREA,,
61475,IL,IL NONMETROPOLITAN AREA,,
61476,IL,Davenport,Moline,Rock Island
61477,IL,IL NONMETROPOLITAN AREA,,
61478,IL,IL NONMETROPOLITAN AREA,,
61479,IL,Peoria,,
61480,IL,IL NONMETROPOLITAN AREA,,
61482,IL,IL NONMETROPOLITAN AREA,,
61483,IL,Peoria,,
61484,IL,IL NONMETROPOLITAN AREA,,
61485,IL,IL NONMETROPOLITAN AREA,,
61486,IL,Davenport,Moline,Rock Island
61488,IL,IL NONMETROPOLITAN AREA,,
61489,IL,IL NONMETROPOLITAN AREA,,
61490,IL,Davenport,Moline,Rock Island
61491,IL,Peoria,,
61501,IL,IL NONMETROPOLITAN AREA,,
61516,IL,Peoria,,
61517,IL,Peoria,,
61519,IL,IL NONMETROPOLITAN AREA,,
61520,IL,IL NONMETROPOLITAN AREA,,
61523,IL,Peoria,,
61524,IL,IL NONMETROPOLITAN AREA,,
61525,IL,Peoria,,
61526,IL,Peoria,,
61528,IL,Peoria,,
61529,IL,Peoria,,
61530,IL,Peoria,,
61531,IL,IL NONMETROPOLITAN AREA,,
61532,IL,IL NONMETROPOLITAN AREA,,
61533,IL,Peoria,,
61534,IL,Peoria,,
61535,IL,Peoria,,
61536,IL,Peoria,,
61537,IL,Peoria,,
61539,IL,Peoria,,
61540,IL,Peoria,,
61541,IL,Peoria,,
61542,IL,IL NONMETROPOLITAN AREA,,
61543,IL,IL NONMETROPOLITAN AREA,,
61544,IL,IL NONMETROPOLITAN AREA,,
61545,IL,Peoria,,
61546,IL,IL NONMETROPOLITAN AREA,,
61547,IL,Peoria,,
61548,IL,Peoria,,
61550,IL,Peoria,,
61552,IL,Peoria,,
61553,IL,IL NONMETROPOLITAN AREA,,
61554,IL,Peoria,,
61555,IL,Peoria,,
61558,IL,Peoria,,
61559,IL,Peoria,,
61560,IL,IL NONMETROPOLITAN AREA,,
61561,IL,Peoria,,
61562,IL,Peoria,,
61563,IL,IL NONMETROPOLITAN AREA,,
61564,IL,Peoria,,
61565,IL,Peoria,,
61567,IL,IL NONMETROPOLITAN AREA,,
61568,IL,Peoria,,
61569,IL,Peoria,,
61570,IL,Peoria,,
61571,IL,Peoria,,
61572,IL,IL NONMETROPOLITAN AREA,,
61601,IL,Peoria,,
61602,IL,Peoria,,
61603,IL,Peoria,,
61604,IL,Peoria,,
61605,IL,Peoria,,
61606,IL,Peoria,,
61607,IL,Peoria,,
61610,IL,Peoria,,
61611,IL,Peoria,,
61612,IL,Peoria,,
61613,IL,Peoria,,
61614,IL,Peoria,,
61615,IL,Peoria,,
61616,IL,Peoria,,
61625,IL,Peoria,,
61628,IL,Peoria,,
61629,IL,Peoria,,
61630,IL,Peoria,,
61632,IL,Peoria,,
61633,IL,Peoria,,
61634,IL,Peoria,,
61635,IL,Peoria,,
61636,IL,Peoria,,
61637,IL,Peoria,,
61638,IL,Peoria,,
61639,IL,Peoria,,
61640,IL,Peoria,,
61641,IL,Peoria,,
61643,IL,Peoria,,
61644,IL,Peoria,,
61650,IL,Peoria,,
61651,IL,Peoria,,
61652,IL,Peoria,,
61653,IL,Peoria,,
61654,IL,Peoria,,
61655,IL,Peoria,,
61656,IL,Peoria,,
61701,IL,Bloomington,Normal,
61702,IL,Bloomington,Normal,
61704,IL,Bloomington,Normal,
61705,IL,Bloomington,Normal,
61709,IL,Bloomington,Normal,
61710,IL,Bloomington,Normal,
61720,IL,Bloomington,Normal,
61721,IL,Peoria,,
61722,IL,Bloomington,Normal,
61723,IL,IL NONMETROPOLITAN AREA,,
61724,IL,Bloomington,Normal,
61725,IL,Bloomington,Normal,
61726,IL,Bloomington,Normal,
61727,IL,IL NONMETROPOLITAN AREA,,
61728,IL,Bloomington,Normal,
61729,IL,Peoria,,
61730,IL,Bloomington,Normal,
61731,IL,Bloomington,Normal,
61732,IL,Bloomington,Normal,
61733,IL,Peoria,,
61734,IL,Peoria,,
61735,IL,IL NONMETROPOLITAN AREA,,
61736,IL,Bloomington,Normal,
61737,IL,Bloomington,Normal,
61738,IL,Peoria,,
61739,IL,IL NONMETROPOLITAN AREA,,
61740,IL,IL NONMETROPOLITAN AREA,,
61741,IL,IL NONMETROPOLITAN AREA,,
61742,IL,Peoria,,
61743,IL,IL NONMETROPOLITAN AREA,,
61744,IL,Bloomington,Normal,
61745,IL,Bloomington,Normal,
61747,IL,Peoria,,
61748,IL,Bloomington,Normal,
61749,IL,IL NONMETROPOLITAN AREA,,
61750,IL,IL NONMETROPOLITAN AREA,,
61751,IL,IL NONMETROPOLITAN AREA,,
61752,IL,Bloomington,Normal,
61753,IL,Bloomington,Normal,
61754,IL,Bloomington,Normal,
61755,IL,Peoria,,
61756,IL,Decatur,,
61758,IL,Bloomington,Normal,
61759,IL,Peoria,,
61760,IL,Peoria,,
61761,IL,Bloomington,Normal,
61764,IL,IL NONMETROPOLITAN AREA,,
61769,IL,IL NONMETROPOLITAN AREA,,
61770,IL,Bloomington,Normal,
61771,IL,Peoria,,
61772,IL,Bloomington,Normal,
61773,IL,Champaign,Urbana,
61774,IL,Bloomington,Normal,
61775,IL,IL NONMETROPOLITAN AREA,,
61776,IL,Bloomington,Normal,
61777,IL,IL NONMETROPOLITAN AREA,,
61778,IL,IL NONMETROPOLITAN AREA,,
61790,IL,Bloomington,Normal,
61791,IL,Bloomington,Normal,
61799,IL,Bloomington,Normal,
61801,IL,Champaign,Urbana,
61802,IL,Champaign,Urbana,
61803,IL,Champaign,Urbana,
61810,IL,Danville,,
61811,IL,Danville,,
61812,IL,Danville,,
61813,IL,Champaign,Urbana,
61814,IL,Danville,,
61815,IL,Champaign,Urbana,
61816,IL,Champaign,Urbana,
61817,IL,Danville,,
61818,IL,Champaign,Urbana,
61820,IL,Champaign,Urbana,
61821,IL,Champaign,Urbana,
61822,IL,Champaign,Urbana,
61824,IL,Champaign,Urbana,
61825,IL,Champaign,Urbana,
61826,IL,Champaign,Urbana,
61830,IL,Champaign,Urbana,
61831,IL,Danville,,
61832,IL,Danville,,
61833,IL,Danville,,
61834,IL,Danville,,
61839,IL,Champaign,Urbana,
61840,IL,Champaign,Urbana,
61841,IL,Danville,,
61842,IL,IL NONMETROPOLITAN AREA,,
61843,IL,Champaign,Urbana,
61844,IL,Danville,,
61845,IL,Champaign,Urbana,
61846,IL,Danville,,
61847,IL,Champaign,Urbana,
61848,IL,Danville,,
61849,IL,Champaign,Urbana,
61850,IL,Danville,,
61851,IL,Champaign,Urbana,
61852,IL,Champaign,Urbana,
61853,IL,Champaign,Urbana,
61854,IL,Champaign,Urbana,
61855,IL,Champaign,Urbana,
61856,IL,Champaign,Urbana,
61857,IL,Danville,,
61858,IL,Danville,,
61859,IL,Champaign,Urbana,
61862,IL,Champaign,Urbana,
61863,IL,Champaign,Urbana,
61864,IL,Champaign,Urbana,
61865,IL,Danville,,
61866,IL,Champaign,Urbana,
61870,IL,Danville,,
61871,IL,Champaign,Urbana,
61872,IL,Champaign,Urbana,
61873,IL,Champaign,Urbana,
61874,IL,Champaign,Urbana,
61875,IL,Champaign,Urbana,
61876,IL,Danville,,
61877,IL,Champaign,Urbana,
61878,IL,Champaign,Urbana,
61880,IL,Champaign,Urbana,
61882,IL,IL NONMETROPOLITAN AREA,,
61883,IL,Danville,,
61884,IL,Champaign,Urbana,
61910,IL,IL NONMETROPOLITAN AREA,,
61911,IL,IL NONMETROPOLITAN AREA,,
61912,IL,IL NONMETROPOLITAN AREA,,
61913,IL,IL NONMETROPOLITAN AREA,,
61914,IL,IL NONMETROPOLITAN AREA,,
61917,IL,IL NONMETROPOLITAN AREA,,
61919,IL,IL NONMETROPOLITAN AREA,,
61920,IL,IL NONMETROPOLITAN AREA,,
61924,IL,IL NONMETROPOLITAN AREA,,
61925,IL,IL NONMETROPOLITAN AREA,,
61928,IL,IL NONMETROPOLITAN AREA,,
61929,IL,Champaign,Urbana,
61930,IL,IL NONMETROPOLITAN AREA,,
61931,IL,IL NONMETROPOLITAN AREA,,
61932,IL,IL NONMETROPOLITAN AREA,,
61933,IL,IL NONMETROPOLITAN AREA,,
61936,IL,Champaign,Urbana,
61937,IL,IL NONMETROPOLITAN AREA,,
61938,IL,IL NONMETROPOLITAN AREA,,
61940,IL,IL NONMETROPOLITAN AREA,,
61941,IL,IL NONMETROPOLITAN AREA,,
61942,IL,IL NONMETROPOLITAN AREA,,
61943,IL,IL NONMETROPOLITAN AREA,,
61944,IL,IL NONMETROPOLITAN AREA,,
61949,IL,IL NONMETROPOLITAN AREA,,
61951,IL,IL NONMETROPOLITAN AREA,,
61953,IL,IL NONMETROPOLITAN AREA,,
61955,IL,IL NONMETROPOLITAN AREA,,
61956,IL,IL NONMETROPOLITAN AREA,,
61957,IL,IL NONMETROPOLITAN AREA,,
62001,IL,St. Louis,,
62002,IL,St. Louis,,
62006,IL,St. Louis,,
62009,IL,St. Louis,,
62010,IL,St. Louis,,
62011,IL,IL NONMETROPOLITAN AREA,,
62012,IL,St. Louis,,
62013,IL,St. Louis,,
62014,IL,St. Louis,,
62015,IL,IL NONMETROPOLITAN AREA,,
62016,IL,IL NONMETROPOLITAN AREA,,
62017,IL,IL NONMETROPOLITAN AREA,,
62018,IL,St. Louis,,
62019,IL,St. Louis,,
62021,IL,St. Louis,,
62022,IL,St. Louis,,
62023,IL,St. Louis,,
62024,IL,St. Louis,,
62025,IL,St. Louis,,
62026,IL,St. Louis,,
62027,IL,IL NONMETROPOLITAN AREA,,
62028,IL,St. Louis,,
62030,IL,St. Louis,,
62031,IL,St. Louis,,
62032,IL,IL NONMETROPOLITAN AREA,,
62033,IL,St. Louis,,
62034,IL,St. Louis,,
62035,IL,St. Louis,,
62036,IL,St. Louis,,
62037,IL,St. Louis,,
62040,IL,St. Louis,,
62044,IL,IL NONMETROPOLITAN AREA,,
62045,IL,St. Louis,,
62046,IL,St. Louis,,
62047,IL,St. Louis,,
62048,IL,St. Louis,,
62049,IL,IL NONMETROPOLITAN AREA,,
62050,IL,IL NONMETROPOLITAN AREA,,
62051,IL,IL NONMETROPOLITAN AREA,,
62052,IL,St. Louis,,
62053,IL,St. Louis,,
62054,IL,IL NONMETROPOLITAN AREA,,
62056,IL,IL NONMETROPOLITAN AREA,,
62058,IL,St. Louis,,
62059,IL,St. Louis,,
62060,IL,St. Louis,,
62061,IL,St. Louis,,
62062,IL,St. Louis,,
62063,IL,St. Louis,,
62065,IL,St. Louis,,
62067,IL,St. Louis,,
62069,IL,St. Louis,,
62070,IL,St. Louis,,
62071,IL,St. Louis,,
62074,IL,St. Louis,,
62075,IL,IL NONMETROPOLITAN AREA,,
62076,IL,IL NONMETROPOLITAN AREA,,
62077,IL,IL NONMETROPOLITAN AREA,,
62078,IL,IL NONMETROPOLITAN AREA,,
62079,IL,St. Louis,,
62080,IL,IL NONMETROPOLITAN AREA,,
62081,IL,IL NONMETROPOLITAN AREA,,
62082,IL,IL NONMETROPOLITAN AREA,,
62083,IL,IL NONMETROPOLITAN AREA,,
62084,IL,St. Louis,,
62085,IL,St. Louis,,
62086,IL,St. Louis,,
62087,IL,St. Louis,,
62088,IL,St. Louis,,
62089,IL,IL NONMETROPOLITAN AREA,,
62090,IL,St. Louis,,
62091,IL,IL NONMETROPOLITAN AREA,,
62092,IL,IL NONMETROPOLITAN AREA,,
62093,IL,St. Louis,,
62094,IL,IL NONMETROPOLITAN AREA,,
62095,IL,St. Louis,,
62097,IL,St. Louis,,
62098,IL,IL NONMETROPOLITAN AREA,,
62201,IL,St. Louis,,
62202,IL,St. Louis,,
62203,IL,St. Louis,,
62204,IL,St. Louis,,
62205,IL,St. Louis,,
62206,IL,St. Louis,,
62207,IL,St. Louis,,
62208,IL,St. Louis,,
62214,IL,IL NONMETROPOLITAN AREA,,
62215,IL,St. Louis,,
62216,IL,St. Louis,,
62217,IL,IL NONMETROPOLITAN AREA,,
62218,IL,St. Louis,,
62219,IL,St. Louis,,
62220,IL,St. Louis,,
62221,IL,St. Louis,,
62222,IL,St. Louis,,
62223,IL,St. Louis,,
62224,IL,St. Louis,,
62225,IL,St. Louis,,
62226,IL,St. Louis,,
62230,IL,St. Louis,,
62231,IL,St. Louis,,
62232,IL,St. Louis,,
62233,IL,IL NONMETROPOLITAN AREA,,
62234,IL,St. Louis,,
62236,IL,St. Louis,,
62237,IL,IL NONMETROPOLITAN AREA,,
62238,IL,IL NONMETROPOLITAN AREA,,
62239,IL,St. Louis,,
62240,IL,St. Louis,,
62241,IL,IL NONMETROPOLITAN AREA,,
62242,IL,IL NONMETROPOLITAN AREA,,
62243,IL,St. Louis,,
62244,IL,St. Louis,,
62245,IL,St. Louis,,
62246,IL,St. Louis,,
62247,IL,IL NONMETROPOLITAN AREA,,
62248,IL,St. Louis,,
62249,IL,St. Louis,,
62250,IL,St. Louis,,
62252,IL,St. Louis,,
62253,IL,St. Louis,,
62254,IL,St. Louis,,
62255,IL,St. Louis,,
62256,IL,St. Louis,,
62257,IL,St. Louis,,
62258,IL,St. Louis,,
62259,IL,IL NONMETROPOLITAN AREA,,
62260,IL,St. Louis,,
62261,IL,IL NONMETROPOLITAN AREA,,
62262,IL,St. Louis,,
62263,IL,IL NONMETROPOLITAN AREA,,
62264,IL,St. Louis,,
62265,IL,St. Louis,,
62266,IL,St. Louis,,
62268,IL,IL NONMETROPOLITAN AREA,,
62269,IL,St. Louis,,
62271,IL,IL NONMETROPOLITAN AREA,,
62272,IL,IL NONMETROPOLITAN AREA,,
62273,IL,St. Louis,,
62274,IL,IL NONMETROPOLITAN AREA,,
62275,IL,St. Louis,,
62277,IL,IL NONMETROPOLITAN AREA,,
62278,IL,IL NONMETROPOLITAN AREA,,
62279,IL,St. Louis,,
62280,IL,IL NONMETROPOLITAN AREA,,
62281,IL,St. Louis,,
62282,IL,St. Louis,,
62283,IL,St. Louis,,
62284,IL,St. Louis,,
62285,IL,St. Louis,,
62286,IL,IL NONMETROPOLITAN AREA,,
62288,IL,IL NONMETROPOLITAN AREA,,
62289,IL,St. Louis,,
62292,IL,IL NONMETROPOLITAN AREA,,
62293,IL,St. Louis,,
62294,IL,St. Louis,,
62295,IL,St. Louis,,
62297,IL,IL NONMETROPOLITAN AREA,,
62298,IL,St. Louis,,
62301,IL,IL NONMETROPOLITAN AREA,,
62305,IL,IL NONMETROPOLITAN AREA,,
62306,IL,IL NONMETROPOLITAN AREA,,
62310,IL,IL NONMETROPOLITAN AREA,,
62311,IL,IL NONMETROPOLITAN AREA,,
62312,IL,IL NONMETROPOLITAN AREA,,
62313,IL,IL NONMETROPOLITAN AREA,,
62314,IL,IL NONMETROPOLITAN AREA,,
62316,IL,IL NONMETROPOLITAN AREA,,
62318,IL,IL NONMETROPOLITAN AREA,,
62319,IL,IL NONMETROPOLITAN AREA,,
62320,IL,IL NONMETROPOLITAN AREA,,
62321,IL,IL NONMETROPOLITAN AREA,,
62323,IL,IL NONMETROPOLITAN AREA,,
62324,IL,IL NONMETROPOLITAN AREA,,
62325,IL,IL NONMETROPOLITAN AREA,,
62326,IL,IL NONMETROPOLITAN AREA,,
62329,IL,IL NONMETROPOLITAN AREA,,
62330,IL,IL NONMETROPOLITAN AREA,,
62334,IL,IL NONMETROPOLITAN AREA,,
62336,IL,IL NONMETROPOLITAN AREA,,
62338,IL,IL NONMETROPOLITAN AREA,,
62339,IL,IL NONMETROPOLITAN AREA,,
62340,IL,IL NONMETROPOLITAN AREA,,
62341,IL,IL NONMETROPOLITAN AREA,,
62343,IL,IL NONMETROPOLITAN AREA,,
62344,IL,IL NONMETROPOLITAN AREA,,
62345,IL,IL NONMETROPOLITAN AREA,,
62346,IL,IL NONMETROPOLITAN AREA,,
62347,IL,IL NONMETROPOLITAN AREA,,
62348,IL,IL NONMETROPOLITAN AREA,,
62349,IL,IL NONMETROPOLITAN AREA,,
62351,IL,IL NONMETROPOLITAN AREA,,
62352,IL,IL NONMETROPOLITAN AREA,,
62353,IL,IL NONMETROPOLITAN AREA,,
62354,IL,IL NONMETROPOLITAN AREA,,
62355,IL,IL NONMETROPOLITAN AREA,,
62356,IL,IL NONMETROPOLITAN AREA,,
62357,IL,IL NONMETROPOLITAN AREA,,
62358,IL,IL NONMETROPOLITAN AREA,,
62359,IL,IL NONMETROPOLITAN AREA,,
62360,IL,IL NONMETROPOLITAN AREA,,
62361,IL,IL NONMETROPOLITAN AREA,,
62362,IL,IL NONMETROPOLITAN AREA,,
62363,IL,IL NONMETROPOLITAN AREA,,
62365,IL,IL NONMETROPOLITAN AREA,,
62366,IL,IL NONMETROPOLITAN AREA,,
62367,IL,IL NONMETROPOLITAN AREA,,
62370,IL,IL NONMETROPOLITAN AREA,,
62373,IL,IL NONMETROPOLITAN AREA,,
62374,IL,IL NONMETROPOLITAN AREA,,
62375,IL,IL NONMETROPOLITAN AREA,,
62376,IL,IL NONMETROPOLITAN AREA,,
62378,IL,IL NONMETROPOLITAN AREA,,
62379,IL,IL NONMETROPOLITAN AREA,,
62380,IL,IL NONMETROPOLITAN AREA,,
62401,IL,IL NONMETROPOLITAN AREA,,
62410,IL,IL NONMETROPOLITAN AREA,,
62411,IL,IL NONMETROPOLITAN AREA,,
62413,IL,IL NONMETROPOLITAN AREA,,
62414,IL,IL NONMETROPOLITAN AREA,,
62415,IL,IL NONMETROPOLITAN AREA,,
62417,IL,IL NONMETROPOLITAN AREA,,
62418,IL,IL NONMETROPOLITAN AREA,,
62419,IL,IL NONMETROPOLITAN AREA,,
62420,IL,IL NONMETROPOLITAN AREA,,
62421,IL,IL NONMETROPOLITAN AREA,,
62422,IL,IL NONMETROPOLITAN AREA,,
62423,IL,IL NONMETROPOLITAN AREA,,
62424,IL,IL NONMETROPOLITAN AREA,,
